brand,model,year,engine_volume,mileage,horsepower,price
Skoda,Superb,2009,2.5,111,129,286157.29
Volkswagen,Passat,2005,2.6,124,306,471019.53
Hyundai,Santa Fe,2018,1.9,279,145,218339.19
Ford,Mondeo,2016,1.6,101,108,262242.95
Ford,Focus,2018,2.0,30,268,472966.97
Nissan,X-Trail,2012,1.9,129,174,310080.35
Mercedes-Benz,E-Class,2016,1.2,28,139,295950.39
Nissan,X-Trail,2022,2.1,33,127,356001.46
Audi,A4,2017,1.5,35,248,438996.74
Toyota,Camry,2010,1.9,162,291,382311.65
Nissan,Qashqai,2019,1.9,211,213,323147.98
BMW,5 Series,2019,3.1,148,96,219550.05
Kia,Ceed,2012,2.4,289,230,256158.13
Skoda,Kodiaq,2010,2.3,33,220,426617.05
Volkswagen,Tiguan,2019,2.5,21,242,458087.58
Nissan,X-Trail,2018,1.8,144,280,456261.07
Volkswagen,Tiguan,2009,1.4,90,91,227567.98
Volkswagen,Golf,2002,1.0,79,102,218997.07
Hyundai,Elantra,2020,2.3,213,178,301956.43
Skoda,Octavia,2005,2.3,88,116,232754.05
Nissan,Leaf,2006,1.6,288,165,206275.06
Mercedes-Benz,C-Class,2020,1.7,208,194,292250.68
Nissan,Leaf,2022,1.6,294,94,177946.95
BMW,5 Series,2019,1.6,165,151,261635.29
Skoda,Kodiaq,2004,1.7,85,127,274119.24
Skoda,Kodiaq,2021,2.2,228,95,223866.53
BMW,5 Series,2008,2.5,286,113,199569.32
Nissan,Leaf,2021,2.0,274,154,263106.07
Volkswagen,Passat,2009,2.6,58,91,264595.84
Skoda,Superb,2013,3.2,107,295,507920.06
Kia,Ceed,2010,2.2,30,106,299583.59
Audi,A3,2016,2.0,32,170,309216.66
Nissan,Leaf,2010,1.0,147,211,297283.1
Nissan,Qashqai,2006,2.3,239,73,138785.23
Kia,Rio,2010,2.0,38,93,301690.89
Kia,Rio,2012,2.0,30,260,435149.64
Skoda,Octavia,2018,1.9,108,338,483750.57
Nissan,Leaf,2005,1.8,72,96,184738.24
Kia,Ceed,2001,1.5,142,150,269298.6
Kia,Rio,2013,2.4,24,190,425989.36
Nissan,X-Trail,2015,1.0,114,138,242507.98
Ford,Kuga,2006,2.2,120,141,232522.13
Hyundai,Elantra,2000,1.2,120,315,430005.57
Nissan,Qashqai,2001,2.6,13,315,520871.06
Ford,Mondeo,2008,1.8,161,322,408447.18
Ford,Focus,2022,2.3,51,142,347690.53
Audi,A4,2017,2.1,35,343,557423.0
Volkswagen,Golf,2020,2.6,203,85,194956.83
Hyundai,Tucson,2019,2.9,17,248,456851.28
Nissan,Leaf,2017,2.6,82,109,287467.51
Audi,A4,2017,2.3,87,108,261596.12
Hyundai,Tucson,2009,1.9,157,125,309308.13
Ford,Focus,2007,2.2,77,302,484632.09
Toyota,Camry,2020,2.5,192,123,254398.15
Volkswagen,Tiguan,2007,1.8,94,241,379245.48
Audi,A3,2001,2.0,88,258,341922.49
Skoda,Kodiaq,2017,1.6,48,112,306044.89
Skoda,Octavia,2010,2.4,29,73,280033.71
Mercedes-Benz,GLC,2010,2.3,79,330,474811.79
Toyota,Corolla,2018,1.4,165,127,240270.83
BMW,5 Series,2010,2.2,126,106,219231.33
Hyundai,Tucson,2009,1.9,37,304,510120.85
Kia,Ceed,2007,2.1,107,334,501852.31
Hyundai,Tucson,2014,1.6,160,84,212786.63
Nissan,X-Trail,2007,2.7,31,157,344855.35
Nissan,Leaf,2018,1.7,270,168,214796.7
Mercedes-Benz,E-Class,2000,3.1,69,174,308562.86
Skoda,Superb,2022,2.1,172,286,425727.26
Ford,Focus,2019,1.9,123,260,401741.28
Nissan,Qashqai,2002,2.2,205,284,370598.71
Audi,A4,2020,2.2,54,267,428033.45
Toyota,Camry,2011,3.0,122,174,298769.93
Volkswagen,Tiguan,2015,2.2,188,96,200247.58
Skoda,Kodiaq,2021,1.1,279,251,282172.89
Audi,Q5,2015,1.7,65,152,348515.59
Mercedes-Benz,GLC,2016,2.4,276,228,339484.11
Ford,Focus,2015,1.9,124,299,402650.27
Mercedes-Benz,GLC,2008,1.7,176,304,406246.93
BMW,3 Series,2021,1.7,124,87,236911.57
BMW,5 Series,2018,1.5,89,140,304236.65
BMW,5 Series,2000,2.1,295,284,316861.79
BMW,X5,2017,1.7,38,186,325484.64
Nissan,X-Trail,2005,2.7,51,169,364231.38
Toyota,Camry,2005,1.6,128,157,278034.05
Nissan,Leaf,2011,1.3,71,222,397665.94
Toyota,Corolla,2002,2.0,164,246,288655.31
Ford,Mondeo,2010,1.0,294,201,228157.56
Toyota,Corolla,2005,1.0,198,191,265423.0
Audi,A3,2013,2.3,294,280,353888.58
Mercedes-Benz,GLC,2017,2.0,113,137,317848.43
BMW,X5,2015,1.0,66,126,294393.23
Skoda,Superb,2012,2.0,181,82,143786.31
Audi,Q5,2000,1.9,165,262,371306.43
Toyota,RAV4,2005,1.2,174,132,196982.32
Audi,A3,2013,2.4,78,222,400034.83
Hyundai,Elantra,2016,2.8,67,92,326346.88
Kia,Sportage,2012,3.0,216,99,211771.34
Volkswagen,Tiguan,2012,2.2,94,258,407249.07
Skoda,Superb,2008,2.0,110,178,282912.83
Hyundai,Elantra,2005,2.9,260,129,163707.33
Volkswagen,Passat,2005,2.1,229,135,172297.45
BMW,X5,2004,1.8,169,235,322589.75
Audi,A4,2020,1.7,196,210,385757.07
Ford,Focus,2013,2.3,96,121,275301.51
Kia,Ceed,2013,1.2,164,249,354269.9
Toyota,Camry,2003,2.6,289,101,159811.95
Kia,Rio,2001,1.3,173,283,332951.4
Kia,Ceed,2001,1.6,77,334,489831.4
Nissan,Leaf,2016,2.2,297,86,142281.7
Ford,Kuga,2009,2.9,221,195,325152.73
Hyundai,Elantra,2013,1.9,129,151,303515.79
Audi,A4,2018,1.5,194,109,223152.45
Hyundai,Tucson,2016,2.5,225,173,268285.19
Hyundai,Tucson,2021,1.8,139,288,466118.27
Ford,Kuga,2010,1.2,87,251,383714.43
Ford,Focus,2006,2.3,179,225,311824.19
Hyundai,Santa Fe,2008,1.9,47,247,450263.54
Mercedes-Benz,GLC,2013,1.9,64,87,204194.86
BMW,X5,2022,2.4,299,210,337329.41
Ford,Mondeo,2003,2.4,55,230,435236.59
Mercedes-Benz,C-Class,2013,1.6,180,283,366730.08
Toyota,Corolla,2019,2.1,139,291,429088.29
Toyota,Camry,2019,1.2,173,331,422612.11
Mercedes-Benz,GLC,2016,1.9,79,114,307300.93
BMW,X5,2018,1.6,78,256,411994.34
Hyundai,Tucson,2016,1.9,114,310,460916.12
Hyundai,Tucson,2013,1.8,63,294,478403.25
BMW,X5,2012,1.9,257,117,147325.15
Nissan,Qashqai,2013,1.2,115,180,272086.64
Kia,Sportage,2015,1.3,106,152,303354.98
Toyota,RAV4,2020,1.9,36,173,368374.05
Volkswagen,Golf,2014,2.7,81,143,298698.11
Volkswagen,Tiguan,2018,2.4,194,124,254008.55
Nissan,Leaf,2021,2.2,143,71,228435.19
Hyundai,Santa Fe,2010,1.7,183,311,385740.01
Ford,Kuga,2011,1.5,290,327,373970.76
Volkswagen,Tiguan,2010,2.3,107,79,201638.12
BMW,3 Series,2022,1.4,73,145,345474.69
BMW,5 Series,2004,2.8,122,327,454075.21
Ford,Mondeo,2007,2.0,74,190,384995.46
Audi,Q5,2005,3.0,225,284,338905.73
Audi,A4,2015,2.9,299,314,377725.55
Ford,Focus,2011,2.2,98,249,425336.02
Skoda,Superb,2005,2.2,256,142,171725.0
Nissan,Qashqai,2012,1.7,158,278,394824.07
Toyota,Camry,2006,2.7,249,310,333059.09
BMW,X5,2007,1.8,15,242,389732.59
Skoda,Superb,2011,1.2,246,74,109649.91
Nissan,Qashqai,2001,2.6,276,286,323728.9
Audi,A3,2022,2.3,247,283,421278.83
Volkswagen,Tiguan,2008,1.7,148,107,209200.81
Toyota,RAV4,2012,2.1,174,130,237905.53
Kia,Ceed,2016,2.0,291,164,211409.21
Toyota,Corolla,2012,2.7,194,302,391421.3
BMW,5 Series,2015,1.5,163,346,489958.49
Nissan,Leaf,2000,2.7,115,105,230900.92
Audi,Q5,2006,2.7,158,70,179906.01
Nissan,Leaf,2012,1.7,194,219,357069.46
Toyota,Corolla,2013,2.2,280,284,282630.87
Kia,Sportage,2020,2.3,200,115,271550.03
Skoda,Superb,2016,3.5,172,134,251678.53
Mercedes-Benz,C-Class,2015,1.6,210,75,175317.97
Hyundai,Santa Fe,2014,1.0,115,150,303618.85
Skoda,Octavia,2016,1.0,224,258,294356.87
BMW,5 Series,2001,2.1,229,220,306400.64
Volkswagen,Passat,2011,2.5,226,217,308560.2
Nissan,Leaf,2002,1.6,38,97,220909.09
Kia,Rio,2008,1.9,247,234,303044.32
Hyundai,Tucson,2005,1.8,73,204,356564.04
Hyundai,Tucson,2005,1.4,105,323,497815.01
Kia,Sportage,2006,2.3,163,281,383701.04
Kia,Ceed,2007,1.1,37,349,519655.76
Hyundai,Elantra,2002,2.3,185,149,236502.86
Hyundai,Elantra,2014,1.8,260,338,419884.69
Audi,A3,2021,2.5,203,84,214187.64
Kia,Ceed,2005,2.1,288,156,175025.27
Skoda,Superb,2010,1.2,48,292,456606.85
Kia,Sportage,2002,2.2,78,160,271095.03
Toyota,RAV4,2015,1.8,286,335,347919.09
Audi,A3,2005,2.5,129,175,303179.98
Volkswagen,Tiguan,2010,2.4,95,322,456877.42
Audi,Q5,2007,2.6,186,268,365744.98
Audi,A3,2022,1.8,103,125,258806.06
Nissan,Leaf,2009,1.5,101,308,463334.91
Kia,Ceed,2009,2.0,90,287,366663.63
Ford,Kuga,2022,2.4,237,281,412173.83
Kia,Rio,2002,1.5,97,258,383661.93
Hyundai,Tucson,2013,2.2,137,171,315488.64
Volkswagen,Tiguan,2018,2.2,199,212,361219.94
Hyundai,Santa Fe,2020,2.7,143,139,277060.17
Toyota,RAV4,2020,1.5,145,134,325544.87
Volkswagen,Golf,2008,2.2,49,267,413051.04
Skoda,Kodiaq,2012,1.8,147,85,225024.11
Skoda,Superb,2008,1.6,296,332,410552.48
BMW,5 Series,2020,3.0,265,129,236221.81
Mercedes-Benz,GLC,2011,2.2,295,79,115495.93
Nissan,Qashqai,2013,2.8,94,77,269849.02
Kia,Sportage,2004,1.6,36,159,295668.15
Nissan,Leaf,2005,2.8,239,106,160917.34
BMW,X5,2012,1.8,297,153,218801.6
Audi,Q5,2012,2.4,141,303,460331.09
BMW,5 Series,2005,1.5,100,319,438239.86
Skoda,Octavia,2013,1.5,238,309,385644.95
Kia,Ceed,2010,2.0,36,173,354174.54
Nissan,X-Trail,2012,2.8,291,280,346706.36
Volkswagen,Passat,2011,2.6,289,294,352567.54
Mercedes-Benz,GLC,2015,2.1,208,348,422111.27
Nissan,Leaf,2005,1.8,163,235,311234.19
Audi,Q5,2008,2.2,52,115,281795.52
Audi,Q5,2016,1.5,119,71,267202.17
Nissan,Leaf,2019,2.1,120,245,380399.59
Toyota,Corolla,2015,2.0,10,342,534624.99
Kia,Rio,2011,2.0,149,187,278153.21
Toyota,Corolla,2017,2.2,187,341,415544.08
Skoda,Octavia,2008,2.4,69,242,439135.73
BMW,5 Series,2002,1.0,192,221,289254.18
Audi,A4,2009,1.6,291,262,334382.24
Toyota,Camry,2010,1.7,230,161,187960.07
Volkswagen,Tiguan,2001,1.9,236,230,293800.95
Mercedes-Benz,GLC,2007,2.0,153,175,337954.64
Mercedes-Benz,C-Class,2019,2.3,233,298,433476.07
Audi,A4,2010,2.2,61,172,354633.91
Mercedes-Benz,GLC,2017,2.6,90,201,364776.99
Toyota,Camry,2019,1.8,158,326,501453.05
Nissan,Leaf,2006,1.7,36,170,312890.59
Hyundai,Santa Fe,2013,1.9,241,90,184109.94
Nissan,Qashqai,2006,2.0,120,318,415035.08
Mercedes-Benz,GLC,2000,2.0,88,261,379594.9
Toyota,RAV4,2011,1.9,288,142,218415.63
Nissan,X-Trail,2000,2.5,136,237,366589.5
Nissan,Leaf,2002,2.5,290,131,167435.79
Nissan,Leaf,2001,2.5,191,240,376307.83
Hyundai,Tucson,2002,1.5,128,190,281755.75
Skoda,Superb,2003,2.4,275,285,358141.95
Audi,A4,2013,2.8,187,243,355437.13
Skoda,Superb,2022,2.6,210,93,199882.66
Audi,A4,2017,1.7,79,207,372514.97
Nissan,Leaf,2022,1.8,167,168,269475.32
Kia,Ceed,2004,1.2,107,126,241525.21
Ford,Focus,2014,2.6,214,316,430672.85
BMW,3 Series,2015,1.5,95,241,408922.22
Volkswagen,Passat,2007,1.8,289,270,307150.31
BMW,3 Series,2020,2.3,94,176,352542.88
Kia,Rio,2007,2.1,224,117,194904.75
Ford,Kuga,2006,2.2,142,115,259250.94
Mercedes-Benz,E-Class,2005,1.7,256,189,260632.04
Skoda,Kodiaq,2006,1.4,150,129,256956.77
Mercedes-Benz,GLC,2022,2.1,85,216,350054.48
Hyundai,Tucson,2018,1.6,107,173,357245.35
Ford,Kuga,2021,2.3,64,137,356428.61
Nissan,Leaf,2021,1.6,268,231,368169.5
BMW,5 Series,2000,1.9,31,284,418360.7
Nissan,Leaf,2012,2.9,44,187,376443.96
Kia,Sportage,2006,2.1,37,306,479129.59
Kia,Sportage,2000,1.6,179,287,294073.33
Volkswagen,Passat,2009,2.2,149,193,246055.21
Kia,Ceed,2012,1.9,138,186,323831.93
BMW,5 Series,2003,1.6,109,332,414525.82
Ford,Mondeo,2006,2.0,256,239,260541.52
Skoda,Superb,2005,2.6,32,265,454545.12
BMW,3 Series,2005,2.3,293,219,218808.81
Volkswagen,Tiguan,2020,1.9,122,315,494448.83
Toyota,RAV4,2010,1.4,206,260,318341.85
Ford,Mondeo,2022,2.4,173,243,372800.64
Audi,A3,2008,2.2,65,150,319504.53
Ford,Mondeo,2021,1.2,19,241,412571.56
Mercedes-Benz,E-Class,2006,1.3,142,233,374321.19
Toyota,Camry,2008,2.8,161,180,301867.4
BMW,5 Series,2022,2.2,200,276,410555.85
Nissan,Qashqai,2005,1.3,293,139,174312.88
Ford,Mondeo,2018,2.6,286,167,281774.46
Mercedes-Benz,E-Class,2013,2.6,252,74,150904.18
Toyota,Corolla,2000,1.6,285,254,285802.71
Toyota,Camry,2015,1.5,199,273,392292.83
Kia,Ceed,2008,2.0,124,81,244680.33
Skoda,Kodiaq,2022,2.1,243,308,407777.99
Nissan,X-Trail,2014,1.9,90,349,527806.31
Nissan,Leaf,2018,1.5,202,184,306271.83
BMW,X5,2009,1.8,267,279,344172.6
Skoda,Superb,2015,1.8,240,202,232711.99
Kia,Ceed,2002,1.3,23,292,468927.24
Ford,Mondeo,2018,2.5,23,250,493487.09
BMW,X5,2012,1.5,53,97,277999.4
Toyota,Corolla,2013,2.7,219,262,355275.8
Kia,Ceed,2006,2.1,49,325,526694.11
Volkswagen,Tiguan,2001,1.7,43,180,319051.23
Toyota,RAV4,2013,2.2,244,263,361162.11
Kia,Sportage,2022,1.9,243,193,271870.5
Hyundai,Santa Fe,2022,2.7,283,160,255657.89
Skoda,Superb,2016,3.1,299,205,292189.87
Ford,Mondeo,2012,2.2,238,298,361978.62
BMW,3 Series,2001,1.9,137,214,295010.42
Mercedes-Benz,C-Class,2004,2.8,218,311,408397.61
Volkswagen,Passat,2003,1.9,89,100,253646.83
Skoda,Kodiaq,2002,1.7,185,330,366085.73
Nissan,Qashqai,2013,2.6,242,129,281403.1
Volkswagen,Tiguan,2010,2.4,274,158,202373.63
Toyota,RAV4,2007,1.7,294,170,177116.08
Mercedes-Benz,C-Class,2022,2.2,127,348,557764.01
BMW,3 Series,2008,1.8,175,190,304735.0
Nissan,Qashqai,2015,2.3,151,312,476795.11
Audi,Q5,2002,2.3,256,146,173888.86
Volkswagen,Golf,2009,1.4,186,342,440296.08
Toyota,Corolla,2000,2.0,273,127,219406.99
Mercedes-Benz,C-Class,2008,1.3,177,316,381164.47
Hyundai,Santa Fe,2015,1.3,34,165,362294.93
Hyundai,Tucson,2008,1.8,200,114,179640.44
Mercedes-Benz,GLC,2011,1.7,24,327,480886.74
Toyota,Camry,2000,1.1,25,328,456292.72
Ford,Mondeo,2015,1.4,136,315,444233.69
Ford,Focus,2007,1.2,276,309,336776.05
Toyota,Corolla,2013,1.6,37,197,372698.63
Skoda,Octavia,2013,2.3,272,271,400041.78
Mercedes-Benz,E-Class,2009,2.7,161,345,513194.28
Kia,Sportage,2000,2.5,77,276,416866.14
Kia,Ceed,2005,2.2,46,109,272391.59
Ford,Kuga,2008,2.2,44,125,332292.44
BMW,3 Series,2018,1.9,143,229,392888.09
BMW,X5,2021,2.0,170,165,314660.61
Mercedes-Benz,C-Class,2015,2.7,233,185,348662.76
Skoda,Kodiaq,2018,2.3,119,281,424932.57
Ford,Kuga,2010,2.1,111,156,297171.6
Nissan,X-Trail,2020,1.1,191,337,445071.66
Mercedes-Benz,E-Class,2010,2.4,156,113,249716.25
Skoda,Octavia,2013,2.4,225,152,225077.59
Skoda,Octavia,2006,1.7,148,280,394796.3
Hyundai,Elantra,2011,2.1,197,78,172683.38
Ford,Kuga,2019,1.9,97,226,423409.68
BMW,5 Series,2019,1.7,256,258,338189.06
Ford,Mondeo,2022,2.2,195,200,323213.38
Audi,A4,2004,1.5,97,284,419768.55
Toyota,Camry,2000,3.0,161,184,291317.8
Hyundai,Elantra,2010,2.3,276,192,248522.9
Volkswagen,Golf,2014,1.9,209,261,356592.79
Skoda,Superb,2009,2.5,255,217,279434.93
Skoda,Kodiaq,2014,2.4,225,97,251035.79
Volkswagen,Golf,2012,1.6,83,193,358230.23
Toyota,Corolla,2014,1.7,169,146,281702.61
Skoda,Superb,2001,1.0,264,144,173039.79
Audi,A4,2021,1.5,26,255,467048.2
Toyota,Camry,2012,2.3,147,108,231024.41
Hyundai,Elantra,2011,2.1,15,303,478218.92
Nissan,X-Trail,2022,1.8,228,317,419412.6
BMW,X5,2003,2.2,10,200,389511.32
Mercedes-Benz,E-Class,2011,1.7,73,74,218691.57
Toyota,RAV4,2014,1.3,218,328,444382.42
Audi,Q5,2012,1.5,10,314,542361.75
Volkswagen,Golf,2001,3.1,198,147,194754.54
Audi,A4,2019,1.9,256,184,316057.61
Audi,Q5,2015,2.0,266,73,122266.3
Skoda,Kodiaq,2013,2.3,183,200,311954.85
Toyota,RAV4,2020,2.5,118,296,475745.66
Toyota,Camry,2001,1.9,69,197,276391.68
Ford,Kuga,2016,2.6,52,78,259845.89
Ford,Mondeo,2015,1.9,47,187,375745.57
Nissan,X-Trail,2003,2.0,267,257,266977.75
Hyundai,Elantra,2010,1.8,91,208,321911.32
Toyota,Corolla,2012,2.4,230,194,334377.25
Volkswagen,Tiguan,2005,1.3,120,292,401327.62
Skoda,Octavia,2016,2.1,274,328,431282.24
BMW,5 Series,2000,2.3,145,136,282732.7
Skoda,Octavia,2008,2.5,32,154,357333.22
Mercedes-Benz,C-Class,2020,2.3,68,131,315491.38
Kia,Rio,2017,1.5,275,83,136641.13
Toyota,Corolla,2010,2.3,149,191,330898.53
Skoda,Octavia,2013,2.4,125,348,514898.91
Kia,Ceed,2001,2.3,213,192,266137.38
Skoda,Octavia,2019,1.9,167,146,301754.28
Mercedes-Benz,E-Class,2010,1.9,205,341,428580.88
Audi,A4,2001,2.5,221,215,282857.49
Ford,Focus,2003,2.0,50,338,476476.96
Mercedes-Benz,E-Class,2012,1.5,16,125,286359.15
Toyota,Corolla,2005,1.8,114,287,383823.47
Skoda,Superb,2006,2.7,54,242,402801.16
Ford,Mondeo,2021,1.3,47,109,317924.33
Ford,Mondeo,2019,2.7,173,228,378373.53
Audi,A4,2002,2.0,90,101,216508.73
Toyota,RAV4,2003,1.3,67,317,437026.05
Skoda,Kodiaq,2020,2.4,132,198,319635.12
Mercedes-Benz,C-Class,2019,1.6,204,105,203713.68
Ford,Kuga,2002,2.0,202,135,223999.45
Volkswagen,Tiguan,2000,1.1,113,226,287616.03
Hyundai,Santa Fe,2018,2.7,121,112,245410.88
Hyundai,Santa Fe,2020,1.9,141,344,465822.35
Mercedes-Benz,E-Class,2012,1.7,105,190,320177.35
Kia,Sportage,2013,2.1,92,261,419426.7
Audi,A4,2021,2.4,179,100,252300.72
Toyota,RAV4,2015,1.9,58,88,284619.46
BMW,5 Series,2003,2.4,144,142,245891.31
Kia,Ceed,2016,2.0,274,145,239228.48
Audi,A3,2009,2.0,208,257,315143.24
Skoda,Kodiaq,2006,1.6,292,248,307047.58
Skoda,Kodiaq,2012,2.5,44,206,403980.03
Kia,Sportage,2012,2.3,213,231,281325.63
Audi,Q5,2021,2.3,250,116,227689.65
Hyundai,Elantra,2013,2.5,52,93,338935.46
Hyundai,Elantra,2005,1.5,273,243,327760.17
Hyundai,Tucson,2015,2.0,87,331,497049.89
Ford,Kuga,2008,2.6,45,299,492437.66
Hyundai,Tucson,2019,2.0,183,260,362718.61
Toyota,RAV4,2015,2.1,144,187,295049.27
Mercedes-Benz,GLC,2020,2.1,149,122,269771.62
Audi,A3,2020,2.2,64,261,445811.19
Volkswagen,Passat,2011,1.0,261,129,180210.94
Kia,Rio,2015,2.1,288,80,163724.63
Audi,Q5,2004,2.2,189,329,430293.28
Volkswagen,Golf,2010,2.2,22,339,552501.57
BMW,5 Series,2000,2.8,213,210,297175.27
Hyundai,Elantra,2009,1.7,72,212,390205.91
Toyota,Corolla,2010,2.8,83,182,377221.27
Volkswagen,Golf,2014,1.8,164,333,449196.02
Volkswagen,Passat,2002,1.3,16,80,177836.15
Toyota,Corolla,2014,2.8,162,168,279468.75
Toyota,Camry,2010,2.5,53,92,285227.18
Volkswagen,Passat,2008,2.1,45,308,480682.87
Skoda,Superb,2001,1.7,106,178,338081.82
Audi,A4,2011,1.9,174,332,401605.87
Nissan,Leaf,2019,2.1,243,229,353796.74
Toyota,Camry,2015,2.7,112,289,456582.76
Audi,Q5,2015,1.3,16,241,408863.02
BMW,5 Series,2020,1.9,103,163,378761.7
Audi,Q5,2000,1.9,130,191,261653.61
Skoda,Octavia,2015,1.8,46,266,457499.72
Ford,Mondeo,2005,1.7,30,120,310233.5
Audi,Q5,2013,2.8,107,89,234598.06
Volkswagen,Tiguan,2010,1.6,30,99,225123.74
Ford,Mondeo,2000,2.1,241,155,216911.9
BMW,3 Series,2019,1.4,81,299,496981.08
Hyundai,Elantra,2016,2.4,61,226,403839.82
Skoda,Octavia,2022,1.8,231,250,322071.99
Volkswagen,Tiguan,2018,1.0,294,181,239170.23
Hyundai,Tucson,2001,2.5,176,208,290643.27
Volkswagen,Golf,2013,1.7,292,79,100000.0
BMW,5 Series,2007,2.7,214,307,414490.42
Kia,Ceed,2022,2.5,147,201,350638.31
Ford,Kuga,2021,1.9,45,254,472802.27
Toyota,Camry,2005,2.2,104,277,466504.06
Audi,Q5,2008,2.0,25,319,494704.34
Hyundai,Elantra,2004,1.3,246,158,200093.93
BMW,X5,2004,2.7,173,105,212489.95
Hyundai,Elantra,2017,1.9,99,73,234942.2
Toyota,RAV4,2021,2.0,117,303,443367.42
Kia,Ceed,2013,2.0,93,338,503237.22
Skoda,Octavia,2011,1.9,264,139,188870.98
Skoda,Octavia,2011,2.3,174,76,181807.2
Mercedes-Benz,GLC,2021,2.0,209,225,330125.51
Nissan,Qashqai,2005,1.7,166,143,245375.06
Audi,Q5,2003,1.8,40,81,211441.89
Skoda,Kodiaq,2014,2.8,75,181,376039.53
Audi,A3,2022,2.0,98,99,293350.23
Volkswagen,Tiguan,2014,2.8,268,105,195571.3
Audi,A4,2016,1.5,262,299,335790.3
Mercedes-Benz,GLC,2002,1.7,243,346,374387.57
BMW,5 Series,2009,1.8,116,175,302852.94
BMW,5 Series,2020,2.0,78,319,472064.05
Nissan,X-Trail,2021,1.6,287,132,216328.6
Volkswagen,Golf,2007,1.9,210,113,227888.15
Mercedes-Benz,E-Class,2008,2.1,62,218,390627.01
Kia,Ceed,2002,2.5,250,115,140114.56
Audi,A3,2000,1.3,184,244,363688.88
Kia,Rio,2010,2.5,51,223,389430.69
Toyota,Camry,2012,2.4,269,330,410804.59
Hyundai,Tucson,2011,1.5,219,202,263498.71
Ford,Mondeo,2020,1.6,51,225,421759.35
Volkswagen,Passat,2006,2.2,179,310,442007.14
Kia,Rio,2001,1.7,268,196,197224.73
Audi,A3,2000,2.7,213,262,322765.13
Hyundai,Elantra,2019,2.0,172,338,478144.52
Volkswagen,Golf,2002,1.4,114,191,249841.16
Ford,Focus,2003,1.4,187,215,304085.36
Hyundai,Tucson,2016,1.3,200,221,301893.02
Nissan,X-Trail,2017,1.9,133,226,374729.98
Audi,Q5,2016,2.0,207,225,306921.8
Mercedes-Benz,GLC,2018,2.3,108,171,313481.2
Ford,Focus,2003,2.6,15,321,499181.43
Ford,Kuga,2016,2.0,297,336,439440.84
Toyota,Camry,2021,2.6,276,128,206104.03
Hyundai,Santa Fe,2001,1.6,52,174,330860.54
Mercedes-Benz,E-Class,2009,1.3,150,338,473756.92
Toyota,Corolla,2011,2.4,278,116,207423.64
Toyota,Corolla,2012,2.4,48,157,337718.15
Nissan,X-Trail,2010,2.1,171,240,357415.79
BMW,5 Series,2020,2.3,204,221,388230.45
Kia,Ceed,2007,1.0,113,245,378241.81
Hyundai,Santa Fe,2019,1.8,254,214,305525.25
Nissan,X-Trail,2004,2.6,74,291,413684.16
BMW,X5,2001,1.9,210,84,190906.21
Hyundai,Elantra,2011,2.3,251,207,288439.47
Kia,Sportage,2001,3.3,16,319,491339.49
Mercedes-Benz,C-Class,2005,2.5,228,219,308186.58
Toyota,Corolla,2021,1.8,12,338,503344.71
Kia,Rio,2018,1.1,293,150,221851.19
BMW,5 Series,2011,2.4,31,134,339720.5
Toyota,Corolla,2012,1.0,103,211,349271.18
Skoda,Kodiaq,2016,1.6,80,316,504485.69
Kia,Rio,2011,1.6,231,262,343534.63
BMW,X5,2002,1.9,22,323,495968.28
Toyota,RAV4,2007,2.1,14,242,440038.85
Kia,Ceed,2015,1.6,31,347,559581.04
BMW,3 Series,2003,2.5,46,255,407804.77
Mercedes-Benz,GLC,2012,2.7,40,293,498997.46
Nissan,Qashqai,2007,1.9,71,131,267984.58
Audi,Q5,2000,2.5,230,153,220817.06
Toyota,RAV4,2002,1.7,90,96,215537.42
Ford,Kuga,2000,1.5,242,200,211470.58
Nissan,Leaf,2014,2.5,15,196,419595.88
Toyota,RAV4,2017,2.1,114,80,196556.94
Skoda,Superb,2019,2.2,171,349,462095.3
BMW,X5,2002,2.9,61,266,442313.04
Kia,Sportage,2014,2.3,167,294,406853.65
Hyundai,Tucson,2021,3.2,22,333,587265.22
Toyota,Corolla,2004,2.0,195,344,480903.62
BMW,3 Series,2020,2.8,231,137,210309.16
Hyundai,Tucson,2009,2.0,250,302,376267.96
Ford,Mondeo,2006,1.4,157,168,306694.41
Toyota,Camry,2022,2.4,64,291,504243.32
Ford,Kuga,2007,2.0,68,193,345167.17
Volkswagen,Golf,2002,3.0,207,171,248474.3
Nissan,X-Trail,2017,2.3,107,333,481656.67
Ford,Focus,2016,2.5,165,299,387800.33
Volkswagen,Golf,2015,1.2,259,192,244600.99
Ford,Mondeo,2021,2.4,189,296,438979.95
Skoda,Superb,2012,2.0,83,297,460291.95
Hyundai,Elantra,2003,1.6,70,222,376235.87
Audi,A4,2002,2.7,54,218,397869.56
Kia,Rio,2010,1.4,144,78,194507.53
Hyundai,Elantra,2001,2.2,219,293,363703.74
Toyota,Corolla,2017,1.7,95,92,253041.33
Nissan,Qashqai,2003,2.1,279,261,278616.86
Kia,Sportage,2016,1.9,273,296,393931.87
Kia,Rio,2005,1.9,277,123,158472.81
Skoda,Kodiaq,2009,2.0,234,161,242623.31
Ford,Kuga,2010,1.5,225,84,221116.75
Kia,Rio,2004,2.5,240,248,337799.68
Ford,Mondeo,2017,2.3,199,73,190380.06
Kia,Sportage,2009,1.5,151,170,238413.87
